id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15
2005,1,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0
2006,3,8,3,0,13,1,79,16,0,0,0,0,0,0,0,0
2007,1,2,0,0,1,0,32,0,0,0,0,0,0,0,0,0
2008,3,32,3,0,377,1,263,64,7,0,0,0,0,0,0,0
2009,6,47,15,0,251,20,405,235,2,0,0,0,0,0,0,0
2010,6,26,15,0,50,20,165,130,0,0,0,0,0,0,0,0
2011,4,12,6,0,16,4,103,36,0,0,0,0,0,0,0,0
2012,2,9,1,0,18,0,35,9,0,0,0,0,0,0,0,0
2013,2,15,1,0,88,0,51,15,3,0,0,0,0,0,0,0
2014,2,6,1,0,10,0,45,6,0,0,0,0,0,0,0,0
2015,2,5,1,0,4,0,10,5,0,0,0,0,0,0,0,0
2016,4,6,6,0,3,4,33,18,0,0,0,0,0,0,0,0
2017,5,22,9,1,44,7,107,77,0,11,3,0,0,0,0,0
2018,7,32,20,1,142,30,240,183,0,9,5,0,0,0,0,0
2019,2,6,1,0,6,0,20,6,0,0,0,0,0,0,0,0
2020,2,6,0,1,7,0,27,0,0,6,0,0,0,0,0,0
2021,6,25,14,1,72,16,169,121,1,2,4,1,0,0,0,0
2022,4,8,5,1,9,2,91,20,0,4,2,0,0,0,0,0
2023,4,15,6,0,28,4,76,45,0,0,0,0,0,0,0,0
2024,8,44,28,0,137,56,349,308,1,0,0,0,0,0,0,0
2025,14,190,90,1,2583,352,1460,2374,49,74,12,7,4,0,0,0
2026,5,29,10,0,101,10,305,114,2,0,0,1,0,0,0,0
2027,5,22,10,0,47,10,104,88,0,0,0,0,0,0,0,0
2028,2,15,1,0,59,0,149,15,2,0,0,0,0,0,0,0
2029,4,32,6,0,220,4,160,96,6,0,0,0,0,0,0,0
2030,4,14,6,0,19,4,105,42,0,0,0,0,0,0,0,0
2031,2,10,1,0,20,0,55,10,0,0,0,0,0,0,0,0
2032,2,9,1,0,16,0,132,9,0,0,0,0,0,0,0,0
2033,5,57,10,0,691,10,353,228,5,0,0,0,0,0,0,0
2034,37,263,662,4,1771,7631,1867,9330,22,92,138,23,0,1,0,0
2035,4,43,6,0,632,4,334,129,4,0,0,0,0,0,0,0
2036,2,4,1,0,3,0,47,4,0,0,0,0,0,0,0,0
2037,2,4,1,0,3,0,118,4,0,0,0,0,0,0,0,0
2038,2,57,1,0,1501,0,364,57,39,0,0,0,0,0,0,0
2039,3,57,3,0,767,1,404,110,5,0,0,2,0,0,0,0
2040,5,15,10,0,19,10,106,60,1,0,0,0,0,0,0,0
2041,5,18,9,1,34,7,116,69,0,3,3,0,0,0,0,0
2042,3,14,2,1,40,0,76,23,0,5,1,0,0,0,0,0
2043,4,10,5,1,9,2,80,26,0,4,2,0,0,0,0,0
2044,4,47,6,0,440,4,440,141,13,0,0,0,0,0,0,0
2045,29,292,396,10,3928,3401,1851,7605,56,505,237,21,12,15,1,0
2046,5,41,10,0,387,10,329,160,10,0,0,2,0,0,0,0
2047,2,9,1,0,16,0,55,9,0,0,0,0,0,0,0,0
2048,4,46,6,0,425,4,419,132,11,0,0,3,0,0,0,0
2049,4,18,6,0,35,4,113,54,2,0,0,0,0,0,0,0
2050,4,18,6,0,36,4,104,52,0,0,0,1,0,0,0,0
2051,4,14,6,0,18,4,76,40,1,0,0,1,0,0,0,0
2052,4,28,6,0,128,4,114,82,1,0,0,1,0,0,0,0
2053,2,9,1,0,15,0,36,9,1,0,0,0,0,0,0,0
2054,8,62,27,1,329,50,504,387,5,29,6,8,1,0,0,0
2055,4,38,6,0,239,4,225,108,3,0,0,3,0,0,0,0
2056,9,59,35,1,474,77,618,459,7,7,7,3,0,0,0,0
2057,3,18,3,0,50,1,122,34,2,0,0,1,0,0,0,0
2058,4,9,6,0,7,4,35,27,0,0,0,0,0,0,0,0
2059,4,20,6,0,68,4,147,60,0,0,0,0,0,0,0,0
2060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,2,22,1,0,205,0,124,22,5,0,0,0,0,0,0,0
2063,6,72,15,0,1452,20,505,354,10,0,0,3,0,0,0,0
2064,4,16,6,0,26,4,137,48,0,0,0,0,0,0,0,0
2065,4,39,6,0,272,4,199,117,8,0,0,0,0,0,0,0
2066,3,7,3,0,4,1,37,14,1,0,0,0,0,0,0,0
2067,3,11,3,0,19,1,57,22,0,0,0,0,0,0,0,0
2068,4,9,6,0,7,4,64,27,0,0,0,0,0,0,0,0
2069,4,12,6,0,16,4,97,34,0,0,0,1,0,0,0,0
2070,4,18,6,0,48,4,83,52,1,0,0,1,0,0,0,0
2071,8,63,28,0,517,56,649,439,7,0,0,1,0,0,0,0
2072,3,8,3,0,6,1,82,16,1,0,0,0,0,0,0,0
2073,3,12,3,0,21,1,44,24,0,0,0,0,0,0,0,0
2074,4,18,6,0,34,4,119,54,3,0,0,0,0,0,0,0
2075,7,88,20,1,1587,30,581,514,43,8,5,3,0,0,0,0
2076,6,59,15,0,507,20,568,289,9,0,0,3,0,0,0,0
2077,6,76,15,0,1461,20,602,376,11,0,0,2,0,0,0,0
2078,6,21,15,0,32,20,204,99,0,0,0,3,0,0,0,0
2079,4,39,6,0,388,4,323,113,10,0,0,2,0,0,0,0
2080,9,117,35,1,2061,77,794,835,41,73,7,6,8,0,0,0
2081,2,15,1,0,87,0,147,15,4,0,0,0,0,0,0,0
2082,2,30,1,0,369,0,302,30,10,0,0,0,0,0,0,0
2083,10,240,41,4,9678,92,1287,1666,72,470,24,10,2,4,0,0
2084,3,16,3,0,39,1,277,28,2,0,0,2,0,0,0,0
2085,4,94,5,1,2008,2,671,187,42,73,2,3,8,0,0,0
2086,4,12,5,1,15,2,177,30,1,4,2,1,0,0,0,0
2087,2,4,1,0,3,0,21,4,0,0,0,0,0,0,0,0
2088,2,8,1,0,21,0,54,8,0,0,0,0,0,0,0,0
2089,2,6,1,0,6,0,35,6,0,0,0,0,0,0,0,0
2090,4,15,6,0,47,4,96,45,1,0,0,0,0,0,0,0
2091,4,12,6,0,16,4,100,36,0,0,0,0,0,0,0,0
2092,1,2,0,0,1,0,10,0,0,0,0,0,0,0,0,0
2093,3,10,3,0,24,1,57,20,0,0,0,0,0,0,0,0
2094,5,27,9,1,78,7,213,92,2,16,3,0,0,0,0,0
2095,5,21,10,0,34,10,150,82,3,0,0,1,0,0,0,0
2096,7,98,20,1,1817,30,769,506,40,74,5,0,4,0,0,0
2097,5,44,10,0,411,10,390,176,6,0,0,0,0,0,0,0
2098,1,4,0,0,6,0,44,0,0,0,0,0,0,0,0,0
2099,3,4,3,0,1,1,17,8,0,0,0,0,0,0,0,0
2100,4,12,6,0,35,4,58,36,1,0,0,0,0,0,0,0
2101,2,6,1,0,6,0,30,6,0,0,0,0,0,0,0,0
2102,3,6,3,0,4,1,24,12,0,0,0,0,0,0,0,0
2103,3,11,3,0,22,1,45,22,1,0,0,0,0,0,0,0
2104,2,4,1,0,3,0,11,4,0,0,0,0,0,0,0,0
2105,4,9,6,0,10,4,60,27,1,0,0,0,0,0,0,0
2106,3,8,2,1,7,0,79,11,0,5,1,0,0,0,0,0
2107,5,67,9,1,1515,7,396,263,39,3,3,1,0,0,0,0
2108,4,16,6,0,23,4,160,48,2,0,0,0,0,0,0,0
2109,5,49,10,0,473,10,287,196,6,0,0,0,0,0,0,0
2110,4,21,6,0,95,4,102,63,3,0,0,0,0,0,0,0
2111,2,4,1,0,3,0,21,4,0,0,0,0,0,0,0,0
2112,6,21,15,0,47,20,147,105,1,0,0,0,0,0,0,0
2113,5,40,10,0,190,10,550,150,10,0,0,5,0,0,0,0
2114,5,16,10,0,18,10,114,64,2,0,0,0,0,0,0,0
2115,3,14,3,0,30,1,113,28,0,0,0,0,0,0,0,0
2116,2,22,1,0,108,0,155,22,2,0,0,0,0,0,0,0
2117,8,83,28,0,809,56,656,579,8,0,0,1,0,0,0,0
2118,4,20,6,0,72,4,141,60,1,0,0,0,0,0,0,0
2119,4,15,6,0,22,4,87,45,0,0,0,0,0,0,0,0
2120,6,52,15,0,647,20,350,260,5,0,0,0,0,0,0,0
2121,4,20,5,1,48,2,140,47,1,11,2,0,1,0,0,0
2122,10,54,43,2,149,105,292,468,1,14,14,1,1,1,0,0
2123,7,48,18,3,188,22,368,249,6,39,11,0,0,2,0,0
2124,7,33,18,3,73,21,193,170,4,26,13,0,1,1,0,0
2125,4,16,5,1,24,2,86,38,2,10,2,0,0,0,0,0
2126,7,31,20,1,77,30,188,175,4,7,5,2,0,0,0,0
2127,4,72,6,0,1015,4,424,214,9,0,0,1,0,0,0,0
2128,3,8,3,0,9,1,110,14,0,0,0,1,0,0,0,0
2129,5,27,10,0,88,10,183,104,3,0,0,2,0,0,0,0
2130,13,130,76,2,1162,265,868,1458,19,84,20,9,0,1,0,0
2131,4,27,5,1,100,2,245,71,3,6,2,1,1,0,0,0
2132,4,83,6,0,1632,4,596,247,44,0,0,1,0,0,0,0
2133,8,57,26,2,354,45,416,385,4,10,10,2,0,1,0,0
2134,4,19,6,0,39,4,140,57,3,0,0,0,0,0,0,0
2135,4,47,6,0,510,4,276,141,6,0,0,0,0,0,0,0
2136,4,31,6,0,132,4,303,93,4,0,0,0,0,0,0,0
2137,4,14,6,0,27,4,96,42,0,0,0,0,0,0,0,0
2138,4,29,6,0,230,4,344,87,7,0,0,0,0,0,0,0
2139,3,12,2,1,22,0,110,14,0,10,1,0,0,0,0,0
2140,5,20,10,0,42,10,108,80,1,0,0,0,0,0,0,0
2141,3,6,3,0,6,1,28,12,1,0,0,0,0,0,0,0
2142,1,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0
2143,4,54,6,0,467,4,526,154,12,0,0,4,0,0,0,0
2144,4,13,5,1,16,2,50,31,0,6,2,1,0,0,0,0
2145,3,10,3,0,13,1,31,20,1,0,0,0,0,0,0,0
2146,6,24,12,3,46,10,137,100,1,18,8,1,0,2,0,0
2147,8,24,25,3,36,39,226,150,4,14,16,1,1,1,0,0
2148,6,53,14,1,481,16,410,257,9,6,4,1,0,0,0,0
2149,2,10,0,1,19,0,67,0,2,10,0,0,0,0,0,0
2150,2,6,1,0,6,0,16,4,0,0,0,1,0,0,0,0
2151,3,8,3,0,15,1,52,16,1,0,0,0,0,0,0,0
2152,3,6,3,0,3,1,22,12,0,0,0,0,0,0,0,0
2153,3,9,3,0,16,1,42,18,0,0,0,0,0,0,0,0
2154,4,41,4,2,285,1,316,67,7,56,2,0,0,1,0,0
2155,16,69,119,1,287,546,352,1012,7,21,14,0,1,0,0,0
2156,6,35,15,0,139,20,200,175,2,0,0,0,0,0,0,0
2157,5,15,9,1,20,7,68,54,0,6,3,0,0,0,0,0
2158,2,6,1,0,6,0,20,6,0,0,0,0,0,0,0,0
2159,4,11,6,0,15,4,40,33,1,0,0,0,0,0,0,0
2160,6,21,14,1,31,16,151,100,2,5,4,0,0,0,0,0
2161,2,6,1,0,6,0,18,6,0,0,0,0,0,0,0,0
2162,6,18,15,0,26,20,125,88,0,0,0,1,0,0,0,0
2163,6,67,15,0,742,20,525,329,13,0,0,3,0,0,0,0
2164,4,10,6,0,9,4,64,30,0,0,0,0,0,0,0,0
2165,4,14,6,0,23,4,59,42,0,0,0,0,0,0,0,0
2166,2,11,1,0,25,0,42,11,0,0,0,0,0,0,0,0
2167,2,16,0,1,54,0,391,0,2,14,0,0,1,0,0,0
2168,10,165,43,2,8203,105,897,1329,64,138,14,7,2,1,0,0
2169,4,20,6,0,58,4,233,60,2,0,0,0,0,0,0,0
2170,2,17,1,0,83,0,217,17,1,0,0,0,0,0,0,0
2171,2,5,1,0,6,0,14,5,0,0,0,0,0,0,0,0
2172,5,13,10,0,14,10,62,52,1,0,0,0,0,0,0,0
2173,2,10,1,0,20,0,53,10,0,0,0,0,0,0,0,0
2174,2,5,1,0,6,0,20,5,0,0,0,0,0,0,0,0
2175,5,20,10,0,43,10,210,80,3,0,0,0,0,0,0,0
2176,7,42,21,0,122,35,541,248,7,0,0,2,0,0,0,0
2177,4,20,6,0,73,4,82,60,2,0,0,0,0,0,0,0
2178,8,39,27,1,162,50,211,265,4,8,6,0,0,0,0,0
2179,2,10,1,0,23,0,52,10,1,0,0,0,0,0,0,0
2180,5,20,9,1,33,7,89,70,0,8,3,0,1,0,0,0
2181,8,39,26,2,158,45,202,256,4,11,10,3,0,1,0,0
2182,18,121,150,3,555,770,750,1967,13,74,44,7,1,2,0,0
2183,4,41,6,0,282,4,232,123,7,0,0,0,0,0,0,0
2184,4,12,6,0,14,4,88,36,1,0,0,0,0,0,0,0
2185,5,28,10,0,70,10,156,110,4,0,0,1,0,0,0,0
2186,6,17,15,0,21,20,105,83,0,0,0,1,0,0,0,0
2187,4,24,6,0,102,4,123,72,3,0,0,0,0,0,0,0
2188,2,9,1,0,17,0,36,9,1,0,0,0,0,0,0,0
2189,7,30,21,0,77,35,199,178,5,0,0,1,0,0,0,0
2190,3,17,3,0,58,1,181,34,2,0,0,0,0,0,0,0
2191,2,21,1,0,172,0,123,21,0,0,0,0,0,0,0,0
2192,4,13,6,0,19,4,42,39,0,0,0,0,0,0,0,0
2193,2,8,1,0,13,0,73,8,0,0,0,0,0,0,0,0
2194,6,14,15,0,12,20,59,70,0,0,0,0,0,0,0,0
2195,4,61,6,0,1528,4,424,183,15,0,0,0,0,0,0,0
2196,2,10,1,0,19,0,63,10,1,0,0,0,0,0,0,0
2197,6,39,14,1,196,16,284,181,5,10,4,2,0,0,0,0
2198,6,25,15,0,56,20,181,123,0,0,0,1,0,0,0,0
2199,10,65,45,0,256,120,553,579,8,0,0,3,0,0,0,0
2200,3,27,3,0,123,1,185,52,1,0,0,1,0,0,0,0
2201,4,37,6,0,239,4,343,111,6,0,0,0,0,0,0,0
2202,6,51,15,0,492,20,472,253,5,0,0,1,0,0,0,0
2203,6,38,15,0,110,20,325,186,2,0,0,2,0,0,0,0
2204,3,23,3,0,99,1,92,46,2,0,0,0,0,0,0,0
2205,3,12,3,0,25,1,74,24,0,0,0,0,0,0,0,0
2206,4,16,6,0,33,4,63,48,0,0,0,0,0,0,0,0
2207,3,12,3,0,19,1,52,24,0,0,0,0,0,0,0,0
2208,2,7,1,0,8,0,33,7,1,0,0,0,0,0,0,0
2209,4,14,5,1,21,2,124,35,3,7,2,0,0,0,0,0
2210,2,8,1,0,21,0,54,8,0,0,0,0,0,0,0,0
2211,2,4,1,0,3,0,39,4,0,0,0,0,0,0,0,0
2212,4,136,6,0,8199,4,703,406,63,0,0,1,0,0,0,0
2213,4,19,6,0,51,4,164,55,3,0,0,1,0,0,0,0
2214,4,10,6,0,8,4,157,28,1,0,0,1,0,0,0,0
2215,4,12,5,1,19,2,53,28,0,8,2,0,0,0,0,0
2216,8,23,27,1,30,50,108,157,1,4,6,0,0,0,0,0
2217,6,30,15,0,73,20,242,150,3,0,0,0,0,0,0,0
2218,2,16,1,0,54,0,163,16,2,0,0,0,0,0,0,0
2219,4,26,6,0,146,4,156,78,3,0,0,0,0,0,0,0
2220,6,24,15,0,51,20,410,118,5,0,0,1,0,0,0,0
2221,6,32,15,0,102,20,254,160,5,0,0,0,0,0,0,0
2222,2,5,1,0,6,0,17,5,0,0,0,0,0,0,0,0
2223,2,4,1,0,3,0,14,4,0,0,0,0,0,0,0,0
2224,4,11,6,0,12,4,58,29,0,0,0,2,0,0,0,0
2225,4,37,6,0,464,4,375,111,5,0,0,0,0,0,0,0
2226,3,13,3,0,27,1,94,26,0,0,0,0,0,0,0,0
2227,6,34,15,0,90,20,209,164,4,0,0,3,0,0,0,0
2228,6,33,13,2,105,13,158,133,2,28,6,1,1,1,0,0
2229,4,27,5,1,103,2,108,62,1,15,2,1,1,0,0,0
2230,6,21,15,0,35,20,106,105,1,0,0,0,0,0,0,0
2231,4,16,6,0,26,4,64,48,0,0,0,0,0,0,0,0
2232,4,10,6,0,8,4,36,30,0,0,0,0,0,0,0,0
2233,4,12,6,0,16,4,55,36,0,0,0,0,0,0,0,0
2234,2,20,1,0,136,0,131,20,3,0,0,0,0,0,0,0
2235,4,21,6,0,45,4,277,63,2,0,0,0,0,0,0,0
2236,5,75,10,0,1476,10,544,298,10,0,0,1,0,0,0,0
2237,4,25,6,0,104,4,224,73,1,0,0,1,0,0,0,0
2238,9,46,36,0,145,84,331,356,1,0,0,6,0,0,0,0
2239,2,11,1,0,31,0,67,9,0,0,0,1,0,0,0,0
2240,6,51,15,0,265,20,344,247,6,0,0,4,0,0,0,0
2241,7,156,21,0,8249,35,816,936,65,0,0,0,0,0,0,0
2242,3,12,3,0,25,1,210,24,0,0,0,0,0,0,0,0
2243,6,53,15,0,683,20,510,265,11,0,0,0,0,0,0,0
2244,2,11,1,0,25,0,51,11,0,0,0,0,0,0,0,0
2245,2,9,1,0,18,0,47,9,0,0,0,0,0,0,0,0
2246,4,18,6,0,41,4,234,54,0,0,0,0,0,0,0,0
2247,7,31,21,0,91,35,186,182,4,0,0,2,0,0,0,0
2248,13,68,74,4,211,246,271,753,6,49,36,6,1,4,0,0
2249,7,39,18,3,136,23,218,182,5,46,9,2,1,3,0,0
2250,5,20,9,1,67,7,105,64,1,12,3,0,2,0,0,0
2251,4,17,6,0,28,4,70,51,1,0,0,0,0,0,0,0
2252,4,16,6,0,36,4,82,48,3,0,0,0,0,0,0,0
2253,2,7,1,0,8,0,26,7,1,0,0,0,0,0,0,0
2254,2,2,1,0,0,0,59,2,0,0,0,0,0,0,0,0
2255,2,57,1,0,1525,0,414,57,15,0,0,0,0,0,0,0
2256,2,11,1,0,37,0,71,11,0,0,0,0,0,0,0,0
2257,2,5,1,0,6,0,65,5,0,0,0,0,0,0,0,0
2258,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
2259,4,31,6,0,133,4,290,93,3,0,0,0,0,0,0,0
2260,4,51,6,0,517,4,466,153,9,0,0,0,0,0,0,0
2261,4,14,6,0,19,4,116,42,0,0,0,0,0,0,0,0
2262,4,25,6,0,116,4,106,75,1,0,0,0,0,0,0,0
2263,4,21,6,0,61,4,104,61,0,0,0,1,0,0,0,0
2264,2,8,1,0,13,0,83,8,0,0,0,0,0,0,0,0
2265,4,67,6,0,1549,4,481,201,15,0,0,0,0,0,0,0
2266,4,19,5,1,39,2,107,45,0,10,2,1,0,0,0,0
2267,2,12,1,0,30,0,94,10,1,0,0,1,0,0,0,0
2268,6,28,15,0,65,20,260,140,0,0,0,0,0,0,0,0
2269,7,45,21,0,267,35,420,268,9,0,0,1,0,0,0,0
2270,8,41,27,1,140,50,313,279,2,6,6,1,0,0,0,0
2271,2,8,1,0,20,0,41,8,1,0,0,0,0,0,0,0
2272,2,2,1,0,0,0,10,2,0,0,0,0,0,0,0,0
2273,2,4,1,0,3,0,10,4,0,0,0,0,0,0,0,0
2274,4,10,6,0,13,4,117,30,0,0,0,0,0,0,0,0
2275,4,15,6,0,33,4,52,45,1,0,0,0,0,0,0,0
2276,4,14,6,0,18,4,128,42,1,0,0,0,0,0,0,0
2277,4,20,6,0,41,4,113,58,3,0,0,1,0,0,0,0
2278,2,61,1,0,890,0,505,59,10,0,0,1,0,0,0,0
2279,4,20,6,0,42,4,156,60,1,0,0,0,0,0,0,0
2280,6,36,15,0,210,20,198,178,2,0,0,1,0,0,0,0
2281,3,13,2,1,23,0,73,17,3,7,1,1,0,0,0,0
2282,7,34,20,1,188,30,207,201,0,3,5,0,0,0,0,0
2283,4,21,6,0,48,4,179,63,1,0,0,0,0,0,0,0
2284,1,2,0,0,1,0,14,0,0,0,0,0,0,0,0,0
2285,4,18,6,0,37,4,141,54,0,0,0,0,0,0,0,0
2286,3,14,3,0,57,1,233,28,1,0,0,0,0,0,0,0
2287,4,13,6,0,25,4,73,39,0,0,0,0,0,0,0,0
2288,4,17,6,0,31,4,82,51,2,0,0,0,0,0,0,0
2289,5,17,8,2,20,5,61,52,2,14,4,1,0,1,0,0
2290,5,19,8,2,44,5,74,60,2,14,4,1,0,1,0,0
2291,10,65,45,0,460,120,416,583,8,0,0,1,0,0,0,0
2292,4,20,6,0,52,4,105,60,0,0,0,0,0,0,0,0
2293,4,14,6,0,27,4,103,42,0,0,0,0,0,0,0,0
2294,2,19,1,0,123,0,179,19,0,0,0,0,0,0,0,0
2295,6,64,15,0,726,20,555,318,6,0,0,1,0,0,0,0
2296,4,62,6,0,727,4,563,186,24,0,0,0,0,0,0,0
2297,4,63,6,0,1510,4,391,187,40,0,0,1,0,0,0,0
2298,2,6,1,0,5,0,71,4,1,0,0,1,0,0,0,0
2299,2,13,1,0,47,0,109,13,1,0,0,0,0,0,0,0
2300,2,7,1,0,11,0,80,7,0,0,0,0,0,0,0,0
2301,3,57,3,0,1422,1,448,112,10,0,0,1,0,0,0,0
2302,3,8,3,0,7,1,133,14,0,0,0,1,0,0,0,0
2303,4,60,6,0,1425,4,461,176,10,0,0,2,0,0,0,0
2304,4,20,6,0,54,4,267,58,3,0,0,1,0,0,0,0
2305,6,61,15,0,705,20,431,301,11,0,0,2,0,0,0,0
2306,6,41,15,0,212,20,240,205,0,0,0,0,0,0,0,0
2307,4,12,6,0,16,4,77,36,0,0,0,0,0,0,0,0
2308,4,14,6,0,23,4,76,42,0,0,0,0,0,0,0,0
2309,8,44,28,0,151,56,506,300,8,0,0,4,0,0,0,0
2310,2,12,1,0,31,0,73,12,0,0,0,0,0,0,0,0
2311,2,7,1,0,8,0,31,7,1,0,0,0,0,0,0,0
2312,2,8,1,0,13,0,77,8,0,0,0,0,0,0,0,0
2313,2,55,0,1,1471,0,414,0,14,55,0,0,0,0,0,0
2314,2,55,0,1,1471,0,414,0,14,55,0,0,0,0,0,0
2315,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
2316,2,4,1,0,3,0,16,4,0,0,0,0,0,0,0,0
2317,4,37,6,0,434,4,379,109,7,0,0,1,0,0,0,0
2318,4,25,6,0,103,4,257,73,4,0,0,1,0,0,0,0
2319,4,20,6,0,58,4,234,60,2,0,0,0,0,0,0,0
2320,2,4,1,0,3,0,22,4,0,0,0,0,0,0,0,0
2321,2,4,1,0,3,0,16,4,0,0,0,0,0,0,0,0
2322,2,8,1,0,13,0,38,8,0,0,0,0,0,0,0,0
2323,4,18,6,0,40,4,93,54,1,0,0,0,0,0,0,0
2324,6,30,15,0,80,20,504,148,7,0,0,1,0,0,0,0
2325,4,85,6,0,1678,4,787,251,19,0,0,2,0,0,0,0
2326,4,101,6,0,2027,4,866,295,30,0,0,4,0,0,0,0
2327,4,38,6,0,382,4,325,112,10,0,0,1,0,0,0,0
2328,2,11,1,0,22,0,78,11,3,0,0,0,0,0,0,0
2329,6,17,14,1,23,16,86,81,0,4,4,0,0,0,0,0
2330,4,12,5,1,17,2,76,30,0,6,2,0,0,0,0,0
2331,2,8,1,0,13,0,38,8,0,0,0,0,0,0,0,0
2332,4,16,6,0,35,4,66,48,0,0,0,0,0,0,0,0
2333,4,10,6,0,9,4,44,30,0,0,0,0,0,0,0,0
2334,2,8,1,0,13,0,35,8,0,0,0,0,0,0,0,0
2335,9,38,36,0,112,84,385,304,0,0,0,0,0,0,0,0
2336,5,34,10,0,106,10,278,136,2,0,0,0,0,0,0,0
2337,2,11,1,0,31,0,98,11,0,0,0,0,0,0,0,0
2338,4,62,6,0,1430,4,465,184,10,0,0,1,0,0,0,0
2339,5,13,10,0,19,10,224,52,0,0,0,0,0,0,0,0
2340,3,12,3,0,27,1,66,24,0,0,0,0,0,0,0,0
2341,2,13,1,0,56,0,84,13,0,0,0,0,0,0,0,0
2342,2,8,1,0,13,0,49,8,0,0,0,0,0,0,0,0
2343,4,18,6,0,41,4,89,54,0,0,0,0,0,0,0,0
2344,6,31,15,0,86,20,184,155,1,0,0,0,0,0,0,0
2345,2,8,1,0,12,0,42,8,1,0,0,0,0,0,0,0
2346,4,13,5,1,22,2,66,27,0,8,2,1,1,0,0,0
2347,3,15,3,0,41,1,124,28,1,0,0,1,0,0,0,0
2348,4,54,6,0,703,4,395,160,13,0,0,1,0,0,0,0
2349,8,36,26,2,89,45,317,239,4,9,10,2,0,1,0,0
2350,4,16,6,0,33,4,99,48,1,0,0,0,0,0,0,0
2351,6,21,15,0,43,20,83,101,1,0,0,2,0,0,0,0
2352,2,7,1,0,11,0,28,7,0,0,0,0,0,0,0,0
2353,3,9,3,0,27,1,83,18,1,0,0,0,0,0,0,0
2354,1,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0
2355,4,17,6,0,29,4,119,49,0,0,0,1,0,0,0,0
2356,5,22,10,0,69,10,116,86,0,0,0,1,0,0,0,0
2357,6,20,15,0,35,20,142,100,2,0,0,0,0,0,0,0
2358,6,27,13,2,63,13,144,122,0,13,6,0,0,1,0,0
2359,12,185,64,2,8164,201,1016,1741,54,264,18,7,8,1,0,0
2360,5,64,10,0,788,10,700,254,14,0,0,1,0,0,0,0
2361,1,4,0,0,6,0,64,0,0,0,0,0,0,0,0,0
2362,2,8,1,0,13,0,64,8,0,0,0,0,0,0,0,0
2363,4,14,6,0,27,4,178,42,0,0,0,0,0,0,0,0
2364,4,14,6,0,23,4,72,42,0,0,0,0,0,0,0,0
2365,6,142,13,2,7960,13,750,449,61,255,6,2,1,1,0,0
2366,3,133,1,2,7949,0,714,6,59,256,0,0,2,1,0,0
2367,13,55,76,2,143,264,523,648,3,8,22,1,1,0,0,0
2368,2,13,1,0,64,0,58,11,2,0,0,1,0,0,0,0
2369,2,7,1,0,13,0,92,5,2,0,0,1,0,0,0,0
2370,2,12,0,1,54,0,60,0,1,12,0,0,0,0,0,0
2371,3,17,2,1,67,0,215,23,3,11,1,0,0,0,0,0
2372,4,16,6,0,30,4,79,48,0,0,0,0,0,0,0,0
2373,2,15,1,0,68,0,63,15,1,0,0,0,0,0,0,0
2374,2,12,1,0,30,0,77,12,1,0,0,0,0,0,0,0
2375,6,38,15,0,202,20,317,190,3,0,0,0,0,0,0,0
2376,7,34,21,0,99,35,293,202,2,0,0,1,0,0,0,0
2377,2,7,1,0,11,0,26,7,0,0,0,0,0,0,0,0
2378,3,8,3,0,11,1,33,16,0,0,0,0,0,0,0,0
2379,3,6,3,0,4,1,24,12,0,0,0,0,0,0,0,0
2380,3,17,3,0,53,1,129,34,3,0,0,0,0,0,0,0
2381,3,10,3,0,13,1,62,20,1,0,0,0,0,0,0,0
2382,3,26,3,0,125,1,161,52,1,0,0,0,0,0,0,0
2383,11,48,55,0,109,165,275,480,3,0,0,0,0,0,0,0
2384,2,66,1,0,1546,0,408,66,39,0,0,0,0,0,0,0
2385,7,82,19,2,618,26,1010,428,15,52,8,6,0,1,0,0
2386,4,26,6,0,82,4,174,78,2,0,0,0,0,0,0,0
2387,5,13,10,0,19,10,72,52,0,0,0,0,0,0,0,0
2388,6,31,15,0,75,20,136,155,0,0,0,0,0,0,0,0
2389,1,4,0,0,5,0,136,0,1,0,0,0,0,0,0,0
2390,3,15,2,1,58,0,56,18,0,12,1,0,0,0,0,0
2391,3,15,2,1,58,0,83,18,0,12,1,0,0,0,0,0
2392,4,35,6,0,460,4,375,105,6,0,0,0,0,0,0,0
2393,2,9,1,0,15,0,54,9,3,0,0,0,0,0,0,0
2394,15,47,102,3,78,418,230,643,3,15,35,0,0,2,0,0
2395,6,32,13,2,106,13,125,131,0,27,6,0,1,1,0,0
2396,3,18,2,1,83,0,65,19,1,15,1,0,1,0,0,0
2397,2,5,1,0,3,0,24,5,1,0,0,0,0,0,0,0
2398,4,8,6,0,7,4,30,24,0,0,0,0,0,0,0,0
2399,5,17,10,0,25,10,95,66,1,0,0,1,0,0,0,0
2400,2,4,1,0,2,0,34,4,1,0,0,0,0,0,0,0
